ID,ParentID,Title,Description,Type,Semester,Chapter
AP-19-K-10,AP-19-K,K10 - Cardiac cycle,Cardiac cycle,Subject,Anatomy and Physiology II,3
AP-19-K-10-01,AP-19-K-10,AP-19-K-10-01,"Define cardiac cycle, systole, and diastole.",LO,Anatomy and Physiology II,3
AP-19-K-10-02,AP-19-K-10,AP-19-K-10-02,"Describe the phases of the cardiac cycle including ventricular filling, isovolumic (isovolumetric) 3 contraction, ventricular ejection, and isovolumic (isovolumetric) relaxation.",LO,Anatomy and Physiology II,3
AP-19-K-10-03,AP-19-K-10,AP-19-K-10-03,Relate the electrical events represented on an electrocardiogram (ECG or EKG) to the normal mechanical events of the cardiac cycle.,LO,Anatomy and Physiology II,3
AP-19-K-10-04,AP-19-K-10,AP-19-K-10-04,Explain how atrial systole is related to ventricular filling.,LO,Anatomy and Physiology II,3
AP-19-K-10-05,AP-19-K-10,AP-19-K-10-05,"Relate the opening and closing of specific heart valves in each phase of the cardiac cycle to pressure changes in the heart chambers and the great vessels (i.e., blood vessels entering and leaving the heart).",LO,Anatomy and Physiology II,3
AP-19-K-10-06,AP-19-K-10,AP-19-K-10-06,Relate the heart sounds to the events of the cardiac cycle.,LO,Anatomy and Physiology II,3
AP-19-K-10-07,AP-19-K-10,AP-19-K-10-07,Define systolic and diastolic blood pressure and interpret a graph of aortic pressure versus time during the cardiac cycle.,LO,Anatomy and Physiology II,3
AP-19-K-10-08,AP-19-K-10,AP-19-K-10-08,Compare and contrast pressure and volume changes of the left and right ventricles during one cardiac cycle.,LO,Anatomy and Physiology II,3
AP-19-K-10-09,AP-19-K-10,AP-19-K-10-09,"Given the heart rate, calculate the length of one cardiac cycle.",LO,Anatomy and Physiology II,3
AP-19-K-11,AP-19-K,"K11 - Regulation of cardiac output (CO), stroke volume (SV), and heart rate (HR)","Regulation of cardiac output (CO), stroke volume (SV), and heart rate (HR)",Subject,Anatomy and Physiology II,3
AP-19-K-11-01,AP-19-K-11,AP-19-K-11-01,Define cardiac output (CO) and state its units of measurement.,LO,Anatomy and Physiology II,3
AP-19-K-11-02,AP-19-K-11,AP-19-K-11-02,"Calculate cardiac output, given stroke volume and heart rate.",LO,Anatomy and Physiology II,3
AP-19-K-11-03,AP-19-K-11,AP-19-K-11-03,Predict how changes in heart rate (HR) and/or stroke volume (SV) will affect cardiac output (CO).,LO,Anatomy and Physiology II,3
AP-19-K-11-04,AP-19-K-11,AP-19-K-11-04,Describe the concepts of ejection fraction and cardiac reserve.,LO,Anatomy and Physiology II,3
AP-19-K-11-05,AP-19-K-11,AP-19-K-11-05,"Define end diastolic volume (EDV) and end systolic volume (ESV), and calculate stroke volume (SV) given values for EDV and ESV.",LO,Anatomy and Physiology II,3
AP-19-K-11-06,AP-19-K-11,AP-19-K-11-06,"Define venous return, preload, and afterload, and explain the factors that affect them.",LO,Anatomy and Physiology II,3
AP-19-K-11-07,AP-19-K-11,AP-19-K-11-07,"Explain how venous return, preload, and afterload each affect end diastolic volume (EDV), end systolic volume (ESV), and stroke volume (SV).",LO,Anatomy and Physiology II,3
AP-19-K-11-08,AP-19-K-11,AP-19-K-11-08,State the Frank-Starling Law of the heart and explain its significance.,LO,Anatomy and Physiology II,3
AP-19-K-11-09,AP-19-K-11,AP-19-K-11-09,Explain the influence of positive and negative inotropic agents on stroke volume (SV).,LO,Anatomy and Physiology II,3
AP-19-K-11-10,AP-19-K-11,AP-19-K-11-10,Describe the influence of positive and negative chronotropic agents on HR.,LO,Anatomy and Physiology II,3
AP-19-K-11-11,AP-19-K-11,AP-19-K-11-11,Explain the relationship between changes in HR and changes in filling time and EDV.,LO,Anatomy and Physiology II,3
AP-19-K-11-12,AP-19-K-11,AP-19-K-11-12,Describe the role of the autonomic nervous system in the regulation of cardiac output.,LO,Anatomy and Physiology II,3
AP-19-K-12,AP-19-K,K12 - Anatomy and functional roles of the different types of blood vessels,Anatomy and functional roles of the different types of blood vessels,Subject,Anatomy and Physiology II,3
AP-19-K-12-01,AP-19-K-12,AP-19-K-12-01,"Define the terms artery, capillary, and vein.",LO,Anatomy and Physiology II,3
AP-19-K-12-02,AP-19-K-12,AP-19-K-12-02,List the three tunics associated with most blood vessels and describe the composition of each tunic.,LO,Anatomy and Physiology II,3
AP-19-K-12-03,AP-19-K-12,AP-19-K-12-03,"Compare and contrast tunic thickness, composition, and lumen diameter among arteries, capillaries, and veins.",LO,Anatomy and Physiology II,3
AP-19-K-12-04,AP-19-K-12,AP-19-K-12-04,"Identify and describe the structure and function of specific types of blood vessels (i.e., elastic [conducting] arteries, muscular [distributing] arteries, arterioles, capillaries, venules, veins).",LO,Anatomy and Physiology II,3
AP-19-K-12-05,AP-19-K-12,AP-19-K-12-05,Define vasoconstriction and vasodilation.,LO,Anatomy and Physiology II,3
AP-19-K-12-06,AP-19-K-12,AP-19-K-12-06,"List types of capillaries, state where in the body each type is located, and correlate their anatomical structures with their functions.",LO,Anatomy and Physiology II,3
AP-19-K-12-07,AP-19-K-12,AP-19-K-12-07,Describe the functional significance of the venous reservoir.,LO,Anatomy and Physiology II,3
AP-19-K-12-08,AP-19-K-12,AP-19-K-12-08,"Define anastomosis and explain its functional significance (e.g., cerebral arterial circle [Circle of Willis]).",LO,Anatomy and Physiology II,3
AP-19-K-13,AP-19-K,K13 - Systemic and pulmonary circuits (circulations),Systemic and pulmonary circuits (circulations),Subject,Anatomy and Physiology II,3
AP-19-K-13-01,AP-19-K-13,AP-19-K-13-01,Describe the systemic and pulmonary circuits (circulations) and explain the functional significance of each.,LO,Anatomy and Physiology II,3
AP-19-K-13-02,AP-19-K-13,AP-19-K-13-02,Identify the major arteries and veins of the pulmonary circuit.,LO,Anatomy and Physiology II,3
AP-19-K-13-03,AP-19-K-13,AP-19-K-13-03,Identify the major arteries and veins of the systemic circuit.,LO,Anatomy and Physiology II,3
AP-19-K-13-04,AP-19-K-13,AP-19-K-13-04,Define a portal system.,LO,Anatomy and Physiology II,3
AP-19-K-13-05,AP-19-K-13,AP-19-K-13-05,Describe the structure and functional significance of the hepatic portal system.,LO,Anatomy and Physiology II,3
AP-19-K-14,AP-19-K,K14 - Fetal (prenatal) versus postnatal circulation,Fetal (prenatal) versus postnatal circulation,Subject,Anatomy and Physiology II,3
AP-19-K-14-01,AP-19-K-14,AP-19-K-14-01,"Describe the role of the placenta, umbilical vessels, ductus venosus, foramen ovale, and ductus arteriosus in fetal circulation.",LO,Anatomy and Physiology II,3
AP-19-K-14-02,AP-19-K-14,AP-19-K-14-02,"Trace the pathway of blood flow from the placenta, through the fetal heart and body, and back to the placenta.",LO,Anatomy and Physiology II,3
AP-19-K-14-03,AP-19-K-14,AP-19-K-14-03,"Describe the changes in major fetal cardiovascular structures (i.e., umbilical vessels, ductus venosus, ductus arteriosus, foramen ovale) that typically occur beginning at birth, and the ultimate postnatal remnants (fates) of these structures.",LO,Anatomy and Physiology II,3
AP-19-K-15,AP-19-K,"K15 - Blood pressure and its functional interrelationships with cardiac output (CO), peripheral resistance, and hemodynamics","Blood pressure and its functional interrelationships with cardiac output (CO), peripheral resistance, and hemodynamics",Subject,Anatomy and Physiology II,3
AP-19-K-15-01,AP-19-K-15,AP-19-K-15-01,"Define blood flow, blood pressure, and peripheral resistance.",LO,Anatomy and Physiology II,3
AP-19-K-15-02,AP-19-K-15,AP-19-K-15-02,State and interpret the equation that relates fluid flow to pressure and resistance.,LO,Anatomy and Physiology II,3
AP-19-K-15-03,AP-19-K-15,AP-19-K-15-03,Describe the role of arterioles in regulating tissue blood flow and systemic arterial blood pressure.,LO,Anatomy and Physiology II,3
AP-19-K-15-04,AP-19-K-15,AP-19-K-15-04,"List the local, hormonal and neural factors that affect peripheral resistance and explain the importance of each.",LO,Anatomy and Physiology II,3
AP-19-K-15-05,AP-19-K-15,AP-19-K-15-05,"Interpret relevant graphs to explain the relationships between vessel diameter, cross-sectional area, blood pressure, and blood velocity.",LO,Anatomy and Physiology II,3
AP-19-K-15-06,AP-19-K-15,AP-19-K-15-06,"Using a graph of pressures within the systemic circuit, interpret the pressure changes that occur in the arteries, capillaries, and veins.",LO,Anatomy and Physiology II,3
AP-19-K-15-07,AP-19-K-15,AP-19-K-15-07,"Given values for systolic and diastolic blood pressure, calculate pulse pressure (PP) and mean arterial pressure (MAP).",LO,Anatomy and Physiology II,3
AP-19-K-15-08,AP-19-K-15,AP-19-K-15-08,State the equation relating mean arterial pressure (MAP) to cardiac output (CO) and total peripheral resistance (TPR).,LO,Anatomy and Physiology II,3
AP-19-K-15-09,AP-19-K-15,AP-19-K-15-09,"Predict and describe how mean arterial pressure (MAP) would be affected by changes in total peripheral resistance (TPR) or by changes in cardiac output (CO) or any of its components - heart rate (HR), stroke volume (SV) or preload.",LO,Anatomy and Physiology II,3
AP-19-K-15-10,AP-19-K-15,AP-19-K-15-10,"Explain the mechanisms of capillary exchange of gases, nutrients, and wastes.",LO,Anatomy and Physiology II,3
AP-19-K-15-11,AP-19-K-15,AP-19-K-15-11,Describe the forces that create capillary filtration and reabsorption.,LO,Anatomy and Physiology II,3
AP-19-K-15-12,AP-19-K-15,AP-19-K-15-12,Explain how changes in net filtration pressure (NFP) can result in edema and how a functional lymphatic system normally prevents edema.,LO,Anatomy and Physiology II,3
AP-19-K-15-13,AP-19-K-15,AP-19-K-15-13,Describe how muscular compression and the respiratory pump aid venous return.,LO,Anatomy and Physiology II,3
AP-19-K-15-14,AP-19-K-15,AP-19-K-15-14,Explain how local control mechanisms and myogenic autoregulation influences blood flow to tissues.,LO,Anatomy and Physiology II,3
AP-19-K-15-15,AP-19-K-15,AP-19-K-15-15,Explain the role of the precapillary sphincter in autoregulation.,LO,Anatomy and Physiology II,3
AP-19-K-15-16,AP-19-K-15,AP-19-K-15-16,List some chemicals that cause either vasodilation or vasoconstriction and explain the circumstances in which they are likely to be active. 4,LO,Anatomy and Physiology II,3
AP-19-K-15-17,AP-19-K-15,AP-19-K-15-17,Explain the steps of the baroreceptor reflex and describe how this reflex maintains blood pressure homeostasis when blood pressure changes.,LO,Anatomy and Physiology II,3
AP-19-K-15-18,AP-19-K-15,AP-19-K-15-18,Explain the role of the autonomic nervous system in regulation of blood pressure and volume.,LO,Anatomy and Physiology II,3
AP-19-K-16,AP-19-K,K16 - Application of homeostatic mechanisms,Application of homeostatic mechanisms,Subject,Anatomy and Physiology II,3
AP-19-K-16-01,AP-19-K-16,AP-19-K-16-01,Provide specific examples to demonstrate how the cardiovascular system maintains blood pressure homeostasis in the body.,LO,Anatomy and Physiology II,3
AP-19-K-17,AP-19-K,K17 - Predictions related to disruption of homeostasis,Predictions related to disruption of homeostasis,Subject,Anatomy and Physiology II,3
AP-19-K-17-01,AP-19-K-17,AP-19-K-17-01,"Given a factor or situation (e.g., left ventricular failure), predict the changes that could occur in the cardiovascular system and the consequences of those changes (i.e., given a cause, state a possible effect).",LO,Anatomy and Physiology II,3
AP-19-K-17-02,AP-19-K-17,AP-19-K-17-02,"*Given a disruption in the structure or function of the cardiovascular system (e.g., pulmonary edema), predict the possible factors or situations that might have created that disruption (i.e., given an effect, predict possible causes).",LO,Anatomy and Physiology II,3
AP-19-L,AP-19-1000,L - Lymphatic System and Immunity,Module L,Folder,Anatomy and Physiology II,4
AP-19-L-01,AP-19-L,L01 - General functions of the lymphatic system,General functions of the lymphatic system,Subject,Anatomy and Physiology II,4
AP-19-L-01-01,AP-19-L-01,AP-19-L-01-01,Describe the major functions of the lymphatic system.,LO,Anatomy and Physiology II,4
AP-19-L-02,AP-19-L,L02 - Lymph and lymphatic vessels,Lymph and lymphatic vessels,Subject,Anatomy and Physiology II,4
AP-19-L-02-01,AP-19-L-02,AP-19-L-02-01,"Compare and contrast whole blood, plasma, interstitial fluid, and lymph.",LO,Anatomy and Physiology II,4
AP-19-L-02-02,AP-19-L-02,AP-19-L-02-02,Compare and contrast lymphatic vessels and blood vessels in terms of structure and function.,LO,Anatomy and Physiology II,4
AP-19-L-02-03,AP-19-L-02,AP-19-L-02-03,Describe the path of lymph circulation.,LO,Anatomy and Physiology II,4
AP-19-L-02-04,AP-19-L-02,AP-19-L-02-04,Describe the mechanisms of lymph formation and circulation.,LO,Anatomy and Physiology II,4
AP-19-L-03,AP-19-L,"L03 - Lymphatic cells, tissues, and organs","Lymphatic cells, tissues, and organs",Subject,Anatomy and Physiology II,4
AP-19-L-03-01,AP-19-L-03,AP-19-L-03-01,Describe the basic structure and cellular composition of lymphatic tissue and correlate them to the overall functions of the lymphatic system.,LO,Anatomy and Physiology II,4
AP-19-L-03-02,AP-19-L-03,AP-19-L-03-02,"Describe the structure, function, and major locations of lymphatic nodules (e.g., mucosa-associated lymphoid tissue [MALT], tonsils).",LO,Anatomy and Physiology II,4
AP-19-L-03-03,AP-19-L-03,AP-19-L-03-03,"Describe the structure, functions, and major locations of the following lymphatic organs: lymph nodes, thymus, and spleen.",LO,Anatomy and Physiology II,4
AP-19-L-04,AP-19-L,L04 - Introduction to innate (nonspecific) and adaptive (specific) immune responses,Introduction to innate (nonspecific) and adaptive (specific) immune responses,Subject,Anatomy and Physiology II,4
AP-19-L-04-01,AP-19-L-04,AP-19-L-04-01,Compare and contrast innate (nonspecific) with adaptive (specific) defenses.,LO,Anatomy and Physiology II,4
AP-19-L-04-02,AP-19-L-04,AP-19-L-04-02,Define immunity and the immune system.,LO,Anatomy and Physiology II,4
AP-19-L-04-03,AP-19-L-04,AP-19-L-04-03,Describe the roles of various types of leukocytes in innate (nonspecific) and adaptive immune responses.,LO,Anatomy and Physiology II,4
AP-19-L-04-04,AP-19-L-04,AP-19-L-04-04,Explain ways in which the innate (nonspecific) and adaptive (specific) immune responses cooperate to enhance the overall resistance to disease.,LO,Anatomy and Physiology II,4
AP-19-L-05,AP-19-L,L05 - Innate (nonspecific) defenses,Innate (nonspecific) defenses,Subject,Anatomy and Physiology II,4
AP-19-L-05-01,AP-19-L-05,AP-19-L-05-01,"Name surface membrane barriers and describe their physical, chemical, and microbiological mechanisms of defense.",LO,Anatomy and Physiology II,4
AP-19-L-05-02,AP-19-L-05,AP-19-L-05-02,"Define diapedesis, chemotaxis, opsonization, and membrane attack complex, and explain their importance for innate defenses.",LO,Anatomy and Physiology II,4
AP-19-L-05-03,AP-19-L-05,AP-19-L-05-03,Describe the steps involved in phagocytosis and provide examples of important phagocytic cells in the body.,LO,Anatomy and Physiology II,4
AP-19-L-05-04,AP-19-L-05,AP-19-L-05-04,Describe the functions of natural killer cells.,LO,Anatomy and Physiology II,4
AP-19-L-05-05,AP-19-L-05,AP-19-L-05-05,Explain how complement and interferon function as antimicrobial chemicals.,LO,Anatomy and Physiology II,4
AP-19-L-05-06,AP-19-L-05,AP-19-L-05-06,Explain the role of pattern-recognition receptors in innate defenses.,LO,Anatomy and Physiology II,4
AP-19-L-05-07,AP-19-L-05,AP-19-L-05-07,Describe the mechanisms that initiate inflammation.,LO,Anatomy and Physiology II,4
AP-19-L-05-08,AP-19-L-05,AP-19-L-05-08,Summarize the cells and chemicals involved in the inflammatory process.,LO,Anatomy and Physiology II,4
AP-19-L-05-09,AP-19-L-05,AP-19-L-05-09,List and explain the causes of the four cardinal signs of inflammation.,LO,Anatomy and Physiology II,4
AP-19-L-05-10,AP-19-L-05,AP-19-L-05-10,Explain the benefits of inflammation.,LO,Anatomy and Physiology II,4
AP-19-L-05-11,AP-19-L-05,AP-19-L-05-11,"Describe the mechanism of fever, including the role of pyrogens.",LO,Anatomy and Physiology II,4
AP-19-L-05-12,AP-19-L-05,AP-19-L-05-12,Explain the benefits of fever.,LO,Anatomy and Physiology II,4
AP-19-L-06,AP-19-L,L06 - Overview of adaptive (specific) immunity,Overview of adaptive (specific) immunity,Subject,Anatomy and Physiology II,4
AP-19-L-06-01,AP-19-L-06,AP-19-L-06-01,Compare and contrast antibody-mediated (humoral) and cell-mediated (cellular) immunity.,LO,Anatomy and Physiology II,4
AP-19-L-06-02,AP-19-L-06,AP-19-L-06-02,Describe the immunological memory (anamnestic) response.,LO,Anatomy and Physiology II,4
AP-19-L-07,AP-19-L,L07 - Antigens and antigen processing,Antigens and antigen processing,Subject,Anatomy and Physiology II,4
AP-19-L-07-01,AP-19-L-07,AP-19-L-07-01,"Define antigen, self-antigen, and antigen receptor.",LO,Anatomy and Physiology II,4
AP-19-L-07-02,AP-19-L-07,AP-19-L-07-02,"*Distinguish among complete antigens, haptens, antigenic determinants, and self-antigens.",LO,Anatomy and Physiology II,4
AP-19-L-07-03,AP-19-L-07,AP-19-L-07-03,Define major histocompatibility complex (MHC).,LO,Anatomy and Physiology II,4
AP-19-L-07-04,AP-19-L-07,AP-19-L-07-04,Describe where class I and class II major histocompatibility complex (MHC) proteins are found.,LO,Anatomy and Physiology II,4
AP-19-L-07-05,AP-19-L-07,AP-19-L-07-05,Explain the functions of class I and class II major histocompatibility complex (MHC) proteins in adaptive (specific) immunity.,LO,Anatomy and Physiology II,4
AP-19-L-07-06,AP-19-L-07,AP-19-L-07-06,State that the genetic code is the source of antigen receptor diversity.,LO,Anatomy and Physiology II,4
AP-19-L-07-07,AP-19-L-07,AP-19-L-07-07,Explain the roles of antigen-presenting cells (APCs) and provide examples of cells that function as APCs.,LO,Anatomy and Physiology II,4
AP-19-L-08,AP-19-L,"L08 - Lymphocytes and their role in adaptive (specific, acquired) immunity","Lymphocytes and their role in adaptive (specific, acquired) immunity",Subject,Anatomy and Physiology II,4
AP-19-L-08-01,AP-19-L-08,AP-19-L-08-01,"Describe the general structure and functions of the various types of lymphocytes (e.g., helper T cells, cytotoxic T cells, regulatory [suppressor] T cells, B cells, plasma cells, memory cells).",LO,Anatomy and Physiology II,4
AP-19-L-08-02,AP-19-L-08,AP-19-L-08-02,"Define immunocompetence and self tolerance, and distinguish between naive and activated immune cells.",LO,Anatomy and Physiology II,4
AP-19-L-08-03,AP-19-L-08,AP-19-L-08-03,"Describe where B and T cells originate, and contrast where they attain their immunocompetence.",LO,Anatomy and Physiology II,4
AP-19-L-08-04,AP-19-L-08,AP-19-L-08-04,Compare and contrast the primary locations of immunocompetent cells in the body.,LO,Anatomy and Physiology II,4
AP-19-L-08-05,AP-19-L-08,AP-19-L-08-05,"Compare and contrast the mechanisms of antigen challenge and the clonal selection processes of B and T cells, including effector cells, helper cells, memory cells, and important cytokines.",LO,Anatomy and Physiology II,4
AP-19-L-08-06,AP-19-L-08,AP-19-L-08-06,Compare and contrast the defense mechanisms and functions of B and T cells.,LO,Anatomy and Physiology II,4
AP-19-L-08-07,AP-19-L-08,AP-19-L-08-07,Describe the contribution of clonal deletion to immunity.,LO,Anatomy and Physiology II,4
AP-19-L-09,AP-19-L,L09 - Antibodies and their role in adaptive (specific) immunity,Antibodies and their role in adaptive (specific) immunity,Subject,Anatomy and Physiology II,4
AP-19-L-09-01,AP-19-L-09,AP-19-L-09-01,Describe antibody structure.,LO,Anatomy and Physiology II,4
AP-19-L-09-02,AP-19-L-09,AP-19-L-09-02,Describe mechanisms of antibody action and correlate mechanisms with effector functions.,LO,Anatomy and Physiology II,4
AP-19-L-09-03,AP-19-L-09,AP-19-L-09-03,Compare and contrast the structure and functions of the classes of antibodies.,LO,Anatomy and Physiology II,4
AP-19-L-09-04,AP-19-L-09,AP-19-L-09-04,"Interpret a graph of the primary and secondary immune response, in terms of the relative concentrations of different classes of antibodies produced over time.",LO,Anatomy and Physiology II,4
AP-19-L-10,AP-19-L,L10 - Applied immunology,Applied immunology,Subject,Anatomy and Physiology II,4
AP-19-L-10-01,AP-19-L-10,AP-19-L-10-01,Distinguish between active and passive immunity.,LO,Anatomy and Physiology II,4
AP-19-L-10-02,AP-19-L-10,AP-19-L-10-02,Describe natural and artificial examples of both active and passive immunity.,LO,Anatomy and Physiology II,4
AP-19-L-11,AP-19-L,L11 - Application of homeostatic mechanisms,Application of homeostatic mechanisms,Subject,Anatomy and Physiology II,4
AP-19-L-11-01,AP-19-L-11,AP-19-L-11-01,Provide specific examples to demonstrate how the lymphatic system responds to maintain homeostasis in the body.,LO,Anatomy and Physiology II,4
AP-19-L-11-02,AP-19-L-11,AP-19-L-11-02,Explain how the lymphatic system relates to other body systems to maintain homeostasis.,LO,Anatomy and Physiology II,4
AP-19-L-12,AP-19-L,L12 - Predictions related to disruption of homeostasis,Predictions related to disruption of homeostasis,Subject,Anatomy and Physiology II,4
AP-19-L-12-01,AP-19-L-12,AP-19-L-12-01,"Given a factor or situation (e.g., elephantiasis), predict the changes that could occur in the lymphatic or immune system and the consequences of those changes (i.e., given a cause, state a possible effect).",LO,Anatomy and Physiology II,4
AP-19-L-12-02,AP-19-L-12,AP-19-L-12-02,"*Given a disruption in the structure or function of the lymphatic or immune system (e.g., destruction of helper T-cells), predict the possible factors or situations that might have caused that disruption (i.e., given an effect, predict the possible causes).",LO,Anatomy and Physiology II,4
AP-19-M,AP-19-1000,M - Respiratory System,Module M,Folder,Anatomy and Physiology II,7
AP-19-M-01,AP-19-M,M01 - General functions of the respiratory system,General functions of the respiratory system,Subject,Anatomy and Physiology II,7
AP-19-M-01-01,AP-19-M-01,AP-19-M-01-01,Describe the major functions of the respiratory system.,LO,Anatomy and Physiology II,7
AP-19-M-01-02,AP-19-M-01,AP-19-M-01-02,"Describe the processes associated with the respiratory system (i.e., ventilation, pulmonary gas exchange [gas exchange between alveoli and blood], transport of gases in blood, tissue gas exchange [gas exchange between blood and body tissues]). 2",LO,Anatomy and Physiology II,7
AP-19-M-02,AP-19-M,M02 - Gross and microscopic anatomy of the respiratory tract and related organs,Gross and microscopic anatomy of the respiratory tract and related organs,Subject,Anatomy and Physiology II,7
AP-19-M-02-01,AP-19-M-02,AP-19-M-02-01,Compare and contrast the general locations and functions of the conducting and respiratory portions (zones) of the respiratory tract.,LO,Anatomy and Physiology II,7
AP-19-M-02-02,AP-19-M-02,AP-19-M-02-02,Identify the anatomical division of the upper versus lower respiratory tract.,LO,Anatomy and Physiology II,7
AP-19-M-02-03,AP-19-M-02,AP-19-M-02-03,"List, in order, the respiratory structures that air passes through during inspiration and expiration.",LO,Anatomy and Physiology II,7
AP-19-M-02-04,AP-19-M-02,AP-19-M-02-04,"Describe the major functions, gross anatomical features, and epithelial lining of the nasal cavity, paranasal sinuses, and pharynx.",LO,Anatomy and Physiology II,7
AP-19-M-02-05,AP-19-M-02,AP-19-M-02-05,Describe the major functions of the larynx.,LO,Anatomy and Physiology II,7
AP-19-M-02-06,AP-19-M-02,AP-19-M-02-06,"Describe the anatomical features of the larynx, including the laryngeal cartilages.",LO,Anatomy and Physiology II,7
AP-19-M-02-07,AP-19-M-02,AP-19-M-02-07,"Compare and contrast the location, composition, and function of the vestibular folds (false vocal cords) and vocal folds (true vocal cords).",LO,Anatomy and Physiology II,7
AP-19-M-02-08,AP-19-M-02,AP-19-M-02-08,Briefly explain how the vocal folds and the larynx function in phonation.,LO,Anatomy and Physiology II,7
AP-19-M-02-09,AP-19-M-02,AP-19-M-02-09,Describe the major functions of the trachea.,LO,Anatomy and Physiology II,7
AP-19-M-02-10,AP-19-M-02,AP-19-M-02-10,"Describe the gross anatomical features of the trachea, including its positioning with respect to the esophagus.",LO,Anatomy and Physiology II,7
AP-19-M-02-11,AP-19-M-02,AP-19-M-02-11,"Describe the microscopic anatomy of the trachea, including the significance of the C-shaped hyaline cartilage rings.",LO,Anatomy and Physiology II,7
AP-19-M-02-12,AP-19-M-02,AP-19-M-02-12,Compare and contrast the main anatomical differences between bronchi and bronchioles.,LO,Anatomy and Physiology II,7
AP-19-M-02-13,AP-19-M-02,AP-19-M-02-13,"Identify and describe the anatomic features of the bronchial tree (e.g., main [primary] bronchi, lobar [secondary] bronchi, segmental [tertiary] bronchi, smaller bronchi, bronchioles, terminal bronchioles, respiratory bronchioles, alveolar ducts, alveolar sacs, and alveoli).",LO,Anatomy and Physiology II,7
AP-19-M-02-14,AP-19-M-02,AP-19-M-02-14,"Pair each bronchus (e.g., main, lobar, segmental) with the general portion of lung it supplies (e.g., lung, lobe, bronchopulmonary segment).",LO,Anatomy and Physiology II,7
AP-19-M-02-15,AP-19-M-02,AP-19-M-02-15,"Identify and describe the respiratory membrane, and explain its function.",LO,Anatomy and Physiology II,7
AP-19-M-02-16,AP-19-M-02,AP-19-M-02-16,Describe the histological changes that occur along the bronchial tree from larger to smaller air passageways.,LO,Anatomy and Physiology II,7
AP-19-M-02-17,AP-19-M-02,AP-19-M-02-17,"Identify and describe the location, structure, and function of the visceral and parietal pleura, serous fluid, and the pleural cavity.",LO,Anatomy and Physiology II,7
AP-19-M-02-18,AP-19-M-02,AP-19-M-02-18,"Compare and contrast the gross anatomic features of the left and right lungs, and explain the reasons for these differences.",LO,Anatomy and Physiology II,7
AP-19-M-02-19,AP-19-M-02,AP-19-M-02-19,*Identify and describe the bronchopulmonary segments and their clinical significance.,LO,Anatomy and Physiology II,7
AP-19-M-03,AP-19-M,M03 - Mechanisms of pulmonary ventilation,Mechanisms of pulmonary ventilation,Subject,Anatomy and Physiology II,7
AP-19-M-03-01,AP-19-M-03,AP-19-M-03-01,"Define pulmonary ventilation, inspiration (inhalation), and expiration (exhalation).",LO,Anatomy and Physiology II,7
AP-19-M-03-02,AP-19-M-03,AP-19-M-03-02,"Identify the muscles used during quiet inspiration, deep inspiration, and forced expiration.",LO,Anatomy and Physiology II,7
AP-19-M-03-03,AP-19-M-03,AP-19-M-03-03,Identify the nerves responsible for ventilation.,LO,Anatomy and Physiology II,7
AP-19-M-03-04,AP-19-M-03,AP-19-M-03-04,"Define atmospheric pressure, intrapulmonary pressure, intrapleural pressure, and transpulmonary pressure.",LO,Anatomy and Physiology II,7
AP-19-M-03-05,AP-19-M-03,AP-19-M-03-05,"Explain the relationship of intrapleural pressure, transpulmonary pressure, and intrapulmonary pressure relative to atmospheric pressure during ventilation.",LO,Anatomy and Physiology II,7
AP-19-M-03-06,AP-19-M-03,AP-19-M-03-06,"Explain the inverse relationship between gas pressure and volume of the gas (i.e., Boyle’s Law) and apply this relationship to explain airflow during inspiration and expiration.",LO,Anatomy and Physiology II,7
AP-19-M-03-07,AP-19-M-03,AP-19-M-03-07,"Explain how pulmonary ventilation is affected by bronchiolar smooth muscle contractions (bronchoconstriction), lung and thoracic wall compliance, and pulmonary surfactant and alveolar surface tension.",LO,Anatomy and Physiology II,7
AP-19-M-03-08,AP-19-M-03,AP-19-M-03-08,"Describe the forces that tend to collapse the lungs and those that normally oppose or prevent collapse (e.g., elastic recoil of the lung versus subatmospheric intrapleural pressure).",LO,Anatomy and Physiology II,7
AP-19-M-04,AP-19-M,M04 - Pulmonary air volumes and capacities,Pulmonary air volumes and capacities,Subject,Anatomy and Physiology II,7
AP-19-M-04-01,AP-19-M-04,AP-19-M-04-01,"Define, identify, and determine values for the pulmonary volumes (inspiratory reserve volume [IRV], tidal volume [TV], expiratory reserve volume [ERV], and residual volume [RV]) and the pulmonary capacities (inspiratory capacity [IC], functional residual capacity [FRC], vital capacity [VC], and total lung capacity [TLC]).",LO,Anatomy and Physiology II,7
AP-19-M-04-02,AP-19-M-04,AP-19-M-04-02,Define anatomical dead space.,LO,Anatomy and Physiology II,7
AP-19-M-04-03,AP-19-M-04,AP-19-M-04-03,Explain the effect of anatomical dead space on alveolar ventilation and on the composition of alveolar and expired air.,LO,Anatomy and Physiology II,7
AP-19-M-04-04,AP-19-M-04,AP-19-M-04-04,Define and calculate minute ventilation and alveolar ventilation.,LO,Anatomy and Physiology II,7
AP-19-M-05,AP-19-M,M05 - Mechanisms of gas exchange in the lungs and tissues,Mechanisms of gas exchange in the lungs and tissues,Subject,Anatomy and Physiology II,7
AP-19-M-05-01,AP-19-M-05,AP-19-M-05-01,"Explain the relationship between the total pressure of gases in a mixture and the partial pressure of an individual gas (i.e., Dalton’s Law).",LO,Anatomy and Physiology II,7
