ID,ParentID,Title,Description,Type,Semester,Chapter
AP-19-1000,,A&P Learning Outcomes 2019,Anatomy & Physiology combined learning outcomes - Fall 2019,Folder,,
AP-19-A,AP-19-1000,A - Body Plan & Organization,Module A,Folder,Anatomy and Physiology I,1
AP-19-A-01,AP-19-19-A,A01 - Anatomical position,Anatomical position,Subject,Anatomy and Physiology I,1
AP-19-A-01-01,AP-19-A-01,AP-19-A-01-01,Describe the human body in anatomical position.,LO,Anatomy and Physiology I,1
AP-19-A-01-02,AP-19-A-01,AP-19-A-01-02,Describe how to use the terms right and left in anatomical reference.,LO,Anatomy and Physiology I,1
AP-19-A-02,AP-19-A,A02 - Body planes and sections,Body planes and sections,Subject,Anatomy and Physiology I,1
AP-19-A-02-01,AP-19-A-02,AP-19-A-02-01,Identify and define the anatomic planes in which a body might be viewed.,LO,Anatomy and Physiology I,1
AP-19-A-03,AP-19-A,A03 - Body cavities and regions,Body cavities and regions,Subject,Anatomy and Physiology I,1
AP-19-A-03-01,AP-19-A-03,AP-19-A-03-01,Identify and describe the location of the body cavities and the major organs found in each cavity.,LO,Anatomy and Physiology I,1
AP-19-A-03-02,AP-19-A-03,AP-19-A-03-02,List and describe the location of the major anatomical regions of the body.,LO,Anatomy and Physiology I,1
AP-19-A-03-03,AP-19-A-03,AP-19-A-03-03,"Identify and describe the location of the four abdominopelvic quadrants and the nine abdominopelvic regions, and the major structures found in each.",LO,Anatomy and Physiology I,1
AP-19-A-04,AP-19-A,A04 - Directional terms,Directional terms,Subject,Anatomy and Physiology I,1
AP-19-A-04-01,AP-19-A-04,AP-19-A-04-01,List and define the major directional terms used in anatomy.,LO,Anatomy and Physiology I,1
AP-19-A-04-02,AP-19-A-04,AP-19-A-04-02,"Describe the location of body structures, using appropriate directional terminology.",LO,Anatomy and Physiology I,1
AP-19-A-05,AP-19-A,A05 - Basic terminology,Basic terminology,Subject,Anatomy and Physiology I,1
AP-19-A-05-01,AP-19-A-05,AP-19-A-05-01,Define the terms anatomy and physiology.,LO,Anatomy and Physiology I,1
AP-19-A-05-02,AP-19-A-05,AP-19-A-05-02,Give specific examples to show the interrelationship between anatomy and physiology.,LO,Anatomy and Physiology I,1
AP-19-A-05-03,AP-19-A-05,AP-19-A-05-03,"Describe the location of structures of the body, using basic regional and systemic terminology.",LO,Anatomy and Physiology I,1
AP-19-A-06,AP-19-A,A06 - Levels of organization,Levels of organization,Subject,Anatomy and Physiology I,1
AP-19-A-06-01,AP-19-A-06,AP-19-A-06-01,"Describe, in order from simplest to most complex, the major levels of organization in the human organism.",LO,Anatomy and Physiology I,1
AP-19-A-06-02,AP-19-A-06,AP-19-A-06-02,Give an example of each level of organization.,LO,Anatomy and Physiology I,1
AP-19-A-07,AP-19-A,A07 - Survey of body systems,Survey of body systems,Subject,Anatomy and Physiology I,1
AP-19-A-07-01,AP-19-A-07,AP-19-A-07-01,List the organ systems of the human body and their major components.,LO,Anatomy and Physiology I,1
AP-19-A-07-02,AP-19-A-07,AP-19-A-07-02,Describe the major functions of each organ system.,LO,Anatomy and Physiology I,1
AP-19-B,AP-19-1000,B - Homeostasis,Module B,Folder,Anatomy and Physiology I,1
AP-19-B-01,AP-19-B,B01 - Definition,Definition,Subject,Anatomy and Physiology I,1
AP-19-B-01-01,AP-19-B-01,AP-19-B-01-01,Define homeostasis.,LO,Anatomy and Physiology I,1
AP-19-B-01-02,AP-19-B-01,AP-19-B-01-02,"Define the following terms as they relate to homeostasis: setpoint, variable, receptor (sensor), effector (target), and control (integrating) center.",LO,Anatomy and Physiology I,1
AP-19-B-01-03,AP-19-B-01,AP-19-B-01-03,List the main physiological variables for which the body attempts to maintain homeostasis.,LO,Anatomy and Physiology I,1
AP-19-B-01-04,AP-19-B-01,AP-19-B-01-04,*Explain the difference between a regulated variable and a controlled variable.,LO,Anatomy and Physiology I,1
AP-19-B-01-05,AP-19-B-01,AP-19-B-01-05,Define the law of mass balance and relate it to body homeostasis.,LO,Anatomy and Physiology I,1
AP-19-B-01-06,AP-19-B-01,AP-19-B-01-06,Compare and contrast equilibrium and steady-state.,LO,Anatomy and Physiology I,1
AP-19-B-02,AP-19-B,B02 - General types of homeostatic mechanisms,General types of homeostatic mechanisms,Subject,Anatomy and Physiology I,1
AP-19-B-02-01,AP-19-B-02,AP-19-B-02-01,"List the steps in a response pathway, starting with the stimulus and ending with the response.",LO,Anatomy and Physiology I,1
AP-19-B-02-02,AP-19-B-02,AP-19-B-02-02,List the steps in a feedback mechanism (loop) and explain the function of each step.,LO,Anatomy and Physiology I,1
AP-19-B-02-03,AP-19-B-02,AP-19-B-02-03,"Compare and contrast positive and negative feedback in terms of the relationship between stimulus and response, and describe examples of each.",LO,Anatomy and Physiology I,1
AP-19-B-02-04,AP-19-B-02,AP-19-B-02-04,Explain why negative feedback is the most common mechanism used to maintain homeostasis.,LO,Anatomy and Physiology I,1
AP-19-B-02-05,AP-19-B-02,AP-19-B-02-05,"Describe a feedforward (anticipatory) response, how it helps maintain homeostasis, and an example of a feedforward response.",LO,Anatomy and Physiology I,1
AP-19-C,AP-19-1000,C - Chemistry & Cell Biology,Module C,Folder,Anatomy and Physiology I,2
AP-19-C-01,AP-19-C,C01 - Atoms and molecules,Atoms and molecules,Subject,Anatomy and Physiology I,2
AP-19-C-01-01,AP-19-C-01,AP-19-C-01-01,"Compare and contrast the terms atoms, elements, molecules, and compounds.",LO,Anatomy and Physiology I,2
AP-19-C-01-02,AP-19-C-01,AP-19-C-01-02,"Describe the charge, mass, and relative location of electrons, protons, and neutrons in an atom.",LO,Anatomy and Physiology I,2
AP-19-C-01-03,AP-19-C-01,AP-19-C-01-03,Relate the number of electrons in an electron shell to the atom’s chemical stability and its ability to form chemical bonds.,LO,Anatomy and Physiology I,2
AP-19-C-01-04,AP-19-C-01,AP-19-C-01-04,"Compare and contrast the terms ion, electrolyte, free radical, isotope, and radioisotope.",LO,Anatomy and Physiology I,2
AP-19-C-01-05,AP-19-C-01,AP-19-C-01-05,"Explain how ions and isotopes are produced by changing the relative number of specific subatomic particles, using one element as an example.",LO,Anatomy and Physiology I,2
AP-19-C-01-06,AP-19-C-01,AP-19-C-01-06,"Distinguish among the terms atomic number, mass number, and atomic weight.",LO,Anatomy and Physiology I,2
AP-19-C-02,AP-19-C,C02 - Chemical bonding,Chemical bonding,Subject,Anatomy and Physiology I,2
AP-19-C-02-01,AP-19-C-02,AP-19-C-02-01,"Explain the mechanism of each type of chemical bond and provide biologically significant examples of each: covalent, ionic, and hydrogen bonds.",LO,Anatomy and Physiology I,2
AP-19-C-02-02,AP-19-C-02,AP-19-C-02-02,Compare and contrast nonpolar covalent and polar covalent bonds.,LO,Anatomy and Physiology I,2
AP-19-C-02-03,AP-19-C-02,AP-19-C-02-03,"List the following types of bonds in order by relative strength: nonpolar covalent, polar covalent, ionic, and hydrogen bonds.",LO,Anatomy and Physiology I,2
AP-19-C-03,AP-19-C,C03 - Inorganic compounds and solutions,Inorganic compounds and solutions,Subject,Anatomy and Physiology I,2
AP-19-C-03-01,AP-19-C-03,AP-19-C-03-01,Describe the physiologically important properties of water.,LO,Anatomy and Physiology I,2
AP-19-C-03-02,AP-19-C-03,AP-19-C-03-02,"Compare and contrast the terms solution, solute, solvent, colloid suspension, and emulsion.",LO,Anatomy and Physiology I,2
AP-19-C-03-03,AP-19-C-03,AP-19-C-03-03,"Define the terms salt, pH, acid, base, and buffer.",LO,Anatomy and Physiology I,2
AP-19-C-03-04,AP-19-C-03,AP-19-C-03-04,"State the pH values for acidic, neutral, and alkaline (basic) solutions.",LO,Anatomy and Physiology I,2
AP-19-C-04,AP-19-C,C04 - Organic compounds,Organic compounds,Subject,Anatomy and Physiology I,2
AP-19-C-04-01,AP-19-C-04,AP-19-C-04-01,Define the term organic molecule.,LO,Anatomy and Physiology I,2
AP-19-C-04-02,AP-19-C-04,AP-19-C-04-02,Explain the relationship between monomers and polymers.,LO,Anatomy and Physiology I,2
AP-19-C-04-03,AP-19-C-04,AP-19-C-04-03,Define and provide examples of dehydration synthesis and hydrolysis reactions.,LO,Anatomy and Physiology I,2
AP-19-C-04-04,AP-19-C-04,AP-19-C-04-04,"Compare and contrast the general molecular structure of carbohydrates, proteins, lipids, and nucleic acids using chemical formulas",LO,Anatomy and Physiology I,2
AP-19-C-04-05,AP-19-C-04,AP-19-C-04-05,"Describe the building blocks of carbohydrates, proteins, lipids, and nucleic acids, and explain how these building blocks combine with themselves or other molecules to create complex molecules in each class, providing specific examples.",LO,Anatomy and Physiology I,2
AP-19-C-04-06,AP-19-C-04,AP-19-C-04-06,Describe the four levels of protein structure and the importance of protein shape for function.,LO,Anatomy and Physiology I,2
AP-19-C-04-07,AP-19-C-04,AP-19-C-04-07,Define enzyme and describe factors that affect enzyme activity.,LO,Anatomy and Physiology I,2
AP-19-C-05,AP-19-C,C05 - Energy transfer using ATP,Energy transfer using ATP,Subject,Anatomy and Physiology I,4
AP-19-C-05-01,AP-19-C-05,AP-19-C-05-01,Explain the role of ATP in the cell.,LO,Anatomy and Physiology I,4
AP-19-C-05-02,AP-19-C-05,AP-19-C-05-02,Describe the generalized reversible reaction for ATP synthesis and the release of energy from ATP.,LO,Anatomy and Physiology I,4
AP-19-C-06,AP-19-C,C06 - General organization of a cell,General organization of a cell,Subject,Anatomy and Physiology I,3
AP-19-C-06-01,AP-19-C-06,AP-19-C-06-01,"Describe the three main parts of a cell (plasma [cell] membrane, cytoplasm, and nucleus), and explain the general functions of each part.",LO,Anatomy and Physiology I,3
AP-19-C-06-02,AP-19-C-06,AP-19-C-06-02,Compare and contrast cytoplasm and cytosol.,LO,Anatomy and Physiology I,3
AP-19-C-06-03,AP-19-C-06,AP-19-C-06-03,Describe the structure and roles of the cytoskeleton.,LO,Anatomy and Physiology I,3
AP-19-C-07,AP-19-C,C07 - Cellular membrane structure and function,Cellular membrane structure and function,Subject,Anatomy and Physiology I,3
AP-19-C-07-01,AP-19-C-07,AP-19-C-07-01,"Describe the chemical composition, general structure (i.e., fluid mosaic model), and properties of all cellular membranes.",LO,Anatomy and Physiology I,3
AP-19-C-07-02,AP-19-C-07,AP-19-C-07-02,"Describe the structure of the plasma (cell) membrane, including its composition and arrangement of lipids, proteins, and carbohydrates.",LO,Anatomy and Physiology I,3
AP-19-C-07-03,AP-19-C-07,AP-19-C-07-03,"Describe the functions of different plasma membrane proteins (e.g., structural proteins, receptor proteins, channels).",LO,Anatomy and Physiology I,3
AP-19-C-08,AP-19-C,C08 - Mechanisms for movement of materials across plasma (cell) membranes,Mechanisms for movement of materials across plasma (cell) membranes,Subject,Anatomy and Physiology I,3
AP-19-C-08-01,AP-19-C-08,AP-19-C-08-01,Compare and contrast intracellular fluid and extracellular fluid with respect to chemical composition and location.,LO,Anatomy and Physiology I,3
AP-19-C-08-02,AP-19-C-08,AP-19-C-08-02,"Compare and contrast simple diffusion across membranes and facilitated diffusion in respect to their mechanisms, the type of material being moved, and the energy source for the movement.",LO,Anatomy and Physiology I,3
AP-19-C-08-03,AP-19-C-08,AP-19-C-08-03,"Compare and contrast facilitated diffusion, primary active transport, and secondary active transport in respect to their mechanisms, the type of material being moved, and the energy source for the movement.",LO,Anatomy and Physiology I,3
AP-19-C-08-04,AP-19-C-08,AP-19-C-08-04,Define osmosis and explain how it differs from simple diffusion across membranes.,LO,Anatomy and Physiology I,3
AP-19-C-08-05,AP-19-C-08,AP-19-C-08-05,Compare and contrast osmolarity and tonicity of solutions.,LO,Anatomy and Physiology I,3
AP-19-C-08-06,AP-19-C-08,AP-19-C-08-06,"Describe the effects of hypertonic, isotonic, and hypotonic solutions on cells.",LO,Anatomy and Physiology I,3
AP-19-C-08-07,AP-19-C-08,AP-19-C-08-07,"Compare and contrast exocytosis, endocytosis, phagocytosis, and pinocytosis in respect to their mechanisms, the direction of movement, the type of material being moved, and the energy source for the movement.",LO,Anatomy and Physiology I,3
AP-19-C-09,AP-19-C,C09 - Membrane potential,Membrane potential,Subject,Anatomy and Physiology I,3
AP-19-C-09-01,AP-19-C-09,AP-19-C-09-01,Define resting membrane potential (RMP).,LO,Anatomy and Physiology I,3
AP-19-C-09-02,AP-19-C-09,AP-19-C-09-02,Explain the role of ion concentration gradients and membrane permeability to ions in establishing a membrane potential.,LO,Anatomy and Physiology I,3
AP-19-C-09-03,AP-19-C-09,AP-19-C-09-03,Explain how sodium-potassium ATPase pumps help maintain the resting membrane potential.,LO,Anatomy and Physiology I,3
AP-19-C-10,AP-19-C,C10 - Organelles,Organelles,Subject,Anatomy and Physiology I,3
AP-19-C-10-01,AP-19-C-10,AP-19-C-10-01,Define the term organelle.,LO,Anatomy and Physiology I,3
AP-19-C-10-02,AP-19-C-10,AP-19-C-10-02,Describe the structure and function of the various cellular organelles.,LO,Anatomy and Physiology I,3
AP-19-C-11,AP-19-C,C11 - Protein synthesis,Protein synthesis,Subject,Anatomy and Physiology I,3
AP-19-C-11-01,AP-19-C-11,AP-19-C-11-01,"Define the terms genetic code, transcription, and translation.",LO,Anatomy and Physiology I,3
AP-19-C-11-02,AP-19-C-11,AP-19-C-11-02,Explain the process of RNA synthesis.,LO,Anatomy and Physiology I,3
AP-19-C-11-03,AP-19-C-11,AP-19-C-11-03,"Explain the roles of tRNA, mRNA, and rRNA in protein synthesis.",LO,Anatomy and Physiology I,3
AP-19-C-12,AP-19-C,C12 - Cellular respiration (introduction),Cellular respiration (introduction),Subject,Anatomy and Physiology I,4
AP-19-C-12-01,AP-19-C-12,AP-19-C-12-01,Define the term cellular respiration.,LO,Anatomy and Physiology I,4
AP-19-C-12-02,AP-19-C-12,AP-19-C-12-02,"Explain the process by which glucose is converted through metabolic pathways to carbon dioxide and water (e.g., glycolysis, citric acid [Krebs or tricarboxylic acid] cycle, electron transport chain).",LO,Anatomy and Physiology I,4
AP-19-C-13,AP-19-C,C13 - Cell cycle,Cell cycle,Subject,Anatomy and Physiology I,3
AP-19-C-13-01,AP-19-C-13,AP-19-C-13-01,"Describe the general phases (e.g., G phases, S phase, cellular division) of the cell cycle.",LO,Anatomy and Physiology I,3
AP-19-C-13-02,AP-19-C-13,AP-19-C-13-02,Compare and contrast somatic cell division (mitosis) and reproductive cell division (meiosis).,LO,Anatomy and Physiology I,3
AP-19-C-13-03,AP-19-C-13,AP-19-C-13-03,Describe DNA replication.,LO,Anatomy and Physiology I,3
AP-19-C-13-04,AP-19-C-13,AP-19-C-13-04,"Compare and contrast chromatin, chromosomes, and chromatids.",LO,Anatomy and Physiology I,3
AP-19-C-13-05,AP-19-C-13,AP-19-C-13-05,Describe the events that take place during mitosis and cytokinesis.,LO,Anatomy and Physiology I,3
AP-19-D,AP-19-1000,D - Histology,Module D,Folder,Anatomy and Physiology I,5
AP-19-D-01,AP-19-D,D01 - Overview of histology and tissue types,Overview of histology and tissue types,Subject,Anatomy and Physiology I,5
AP-19-D-01-01,AP-19-D-01,AP-19-D-01-01,Define the term histology.,LO,Anatomy and Physiology I,5
AP-19-D-01-02,AP-19-D-01,AP-19-D-01-02,List the four major tissue types.,LO,Anatomy and Physiology I,5
AP-19-D-01-03,AP-19-D-01,AP-19-D-01-03,Compare and contrast the general features of the four major tissue types.,LO,Anatomy and Physiology I,5
AP-19-D-02,AP-19-D,"D02 - Microscopic anatomy, location, and functional roles of epithelial tissue","Microscopic anatomy, location, and functional roles of epithelial tissue",Subject,Anatomy and Physiology I,5
AP-19-D-02-01,AP-19-D-02,AP-19-D-02-01,Describe the structural characteristics common to all types of epithelia.,LO,Anatomy and Physiology I,5
AP-19-D-02-02,AP-19-D-02,AP-19-D-02-02,Classify different types of epithelial tissues based on structural characteristics.,LO,Anatomy and Physiology I,5
AP-19-D-02-03,AP-19-D-02,AP-19-D-02-03,"Describe the microscopic anatomy, location, and function of each epithelial tissue type.",LO,Anatomy and Physiology I,5
AP-19-D-02-04,AP-19-D-02,AP-19-D-02-04,Identify examples of each type of epithelial tissue.,LO,Anatomy and Physiology I,5
AP-19-D-02-05,AP-19-D-02,AP-19-D-02-05,"Compare and contrast exocrine and endocrine glands, structurally and functionally.",LO,Anatomy and Physiology I,5
AP-19-D-02-06,AP-19-D-02,AP-19-D-02-06,"Compare and contrast the different kinds of exocrine glands based on structure, method of secretion, and locations in the body.",LO,Anatomy and Physiology I,5
AP-19-D-03,AP-19-D,"D03 -Microscopic anatomy, location, and functional roles of connective tissue","Microscopic anatomy, location, and functional roles of connective tissue",Subject,Anatomy and Physiology I,5
AP-19-D-03-01,AP-19-D-03,AP-19-D-03-01,Describe mesenchyme and explain its role in the classification of all connective tissue.,LO,Anatomy and Physiology I,5
AP-19-D-03-02,AP-19-D-03,AP-19-D-03-02,Describe the structural characteristics common to all types of connective tissue.,LO,Anatomy and Physiology I,5
AP-19-D-03-03,AP-19-D-03,AP-19-D-03-03,"Classify different types of connective tissues based on their structural characteristics, functions, and locations in the body.",LO,Anatomy and Physiology I,5
AP-19-D-03-04,AP-19-D-03,AP-19-D-03-04,Identify examples of each type of connective tissue.,LO,Anatomy and Physiology I,5
AP-19-D-04,AP-19-D,"D04 - Microscopic anatomy, location, and functional roles of muscle tissue","Microscopic anatomy, location, and functional roles of muscle tissue",Subject,Anatomy and Physiology I,5
AP-19-D-04-01,AP-19-D-04,AP-19-D-04-01,Describe the structural characteristics common to all types of muscle tissue.,LO,Anatomy and Physiology I,5
AP-19-D-04-02,AP-19-D-04,AP-19-D-04-02,"Classify different types of muscle tissue based on structural characteristics, functions, and locations in the body.",LO,Anatomy and Physiology I,5
AP-19-D-04-03,AP-19-D-04,AP-19-D-04-03,Identify examples of each type of muscle tissue.,LO,Anatomy and Physiology I,5
AP-19-D-05,AP-19-D,"D05 - Microscopic anatomy, location, and functional roles of nervous tissue","Microscopic anatomy, location, and functional roles of nervous tissue",Subject,Anatomy and Physiology I,5
AP-19-D-05-01,AP-19-D-05,AP-19-D-05-01,Recognize the cells of nervous tissue.,LO,Anatomy and Physiology I,5
AP-19-D-05-02,AP-19-D-05,AP-19-D-05-02,Compare and contrast neurons and glial cells with respect to cell structure and function.,LO,Anatomy and Physiology I,5
AP-19-D-06,AP-19-D,"D06 - Membranes (mucous, serous, cutaneous, and synovial)","Membranes (mucous, serous, cutaneous, and synovial)",Subject,Anatomy and Physiology I,5
AP-19-D-06-01,AP-19-D-06,AP-19-D-06-01,"Describe the structure and function of mucous, serous, cutaneous, and synovial membranes.",LO,Anatomy and Physiology I,5
AP-19-D-06-02,AP-19-D-06,AP-19-D-06-02,Describe locations in the body where each type of membrane can be found.,LO,Anatomy and Physiology I,5
AP-19-D-07,AP-19-D,D07 - Intercellular connections (cell junctions),Intercellular connections (cell junctions),Subject,Anatomy and Physiology I,5
AP-19-D-07-01,AP-19-D-07,AP-19-D-07-01,Compare and contrast the types of intercellular connections (cell junctions) with respect to structure and function.,LO,Anatomy and Physiology I,5
AP-19-D-08,AP-19-D,"D08 - Tissue growth, modification, and repair","Tissue growth, modification, and repair",Subject,Anatomy and Physiology I,5
AP-19-D-08-01,AP-19-D-08,AP-19-D-08-01,"Define the following terms: hypertrophy, hyperplasia, atrophy, necrosis, apoptosis, metaplasia, regeneration, fibrosis, and dysplasia.",LO,Anatomy and Physiology I,5
AP-19-D-08-02,AP-19-D-08,AP-19-D-08-02,Describe tissue repair following an injury.,LO,Anatomy and Physiology I,5
AP-19-E,AP-19-1000,E - Integumentary System,Module E,Folder,Anatomy and Physiology I,6
AP-19-E-01,AP-19-E,E01 - General composition and functions of the integumentary system and the subcutaneous layer (hypodermis or superficial fascia),General composition and functions of the integumentary system and the subcutaneous layer (hypodermis or superficial fascia),Subject,Anatomy and Physiology I,6
AP-19-E-01-01,AP-19-E-01,AP-19-E-01-01,List the components of the integumentary system.,LO,Anatomy and Physiology I,6
AP-19-E-01-02,AP-19-E-01,AP-19-E-01-02,Describe the general functions of the integumentary system and the subcutaneous layer.,LO,Anatomy and Physiology I,6
AP-19-E-02,AP-19-E,E02 - Gross and microscopic anatomy of the integument and subcutaneous layer (hypodermis or superficial fascia),Gross and microscopic anatomy of the integument and subcutaneous layer (hypodermis or superficial fascia),Subject,Anatomy and Physiology I,6
AP-19-E-02-01,AP-19-E-02,AP-19-E-02-01,Identify and describe the tissue type making up the epidermis.,LO,Anatomy and Physiology I,6
AP-19-E-02-02,AP-19-E-02,AP-19-E-02-02,"Identify and describe the layers of the epidermis, indicating which are found in thin skin and which are found in thick skin.",LO,Anatomy and Physiology I,6
AP-19-E-02-03,AP-19-E-02,AP-19-E-02-03,Compare and contrast thin and thick skin with respect to location and function.,LO,Anatomy and Physiology I,6
AP-19-E-02-04,AP-19-E-02,AP-19-E-02-04,Describe the processes of growth and keratinization of the epidermis.,LO,Anatomy and Physiology I,6
AP-19-E-02-05,AP-19-E-02,AP-19-E-02-05,"Identify and describe the dermis and its layers, including the tissue types making up each dermal layer.",LO,Anatomy and Physiology I,6
AP-19-E-02-06,AP-19-E-02,AP-19-E-02-06,"Identify and describe the subcutaneous layer, including the tissue types.",LO,Anatomy and Physiology I,6
AP-19-E-02-07,AP-19-E-02,AP-19-E-02-07,Describe the factors that contribute to skin color.,LO,Anatomy and Physiology I,6
AP-19-E-03,AP-19-E,E03 - Roles of specific tissue layers of skin and the subcutaneous layer (hypodermis or superficial fascia),Roles of specific tissue layers of skin and the subcutaneous layer (hypodermis or superficial fascia),Subject,Anatomy and Physiology I,6
AP-19-E-03-01,AP-19-E-03,AP-19-E-03-01,Describe the functions of the epidermis.,LO,Anatomy and Physiology I,6
AP-19-E-03-02,AP-19-E-03,AP-19-E-03-02,"Explain how each of the five layers, as well as each of the following cell types and substances, contributes to the functions of the epidermis: stem cells of stratum basale, keratinocytes, melanocytes, epidermal dendritic (Langerhans) cells, tactile (Merkel) cells and discs, keratin, and extracellular lipids.",LO,Anatomy and Physiology I,6
AP-19-E-03-03,AP-19-E-03,AP-19-E-03-03,"Describe the functions of the dermis, including the specific function of each dermal layer.",LO,Anatomy and Physiology I,6
AP-19-E-03-04,AP-19-E-03,AP-19-E-03-04,Describe the functions of the subcutaneous layer.,LO,Anatomy and Physiology I,6
AP-19-E-03-05,AP-19-E-03,AP-19-E-03-05,Describe the thermoregulatory role played by adipose tissue in the subcutaneous layer.,LO,Anatomy and Physiology I,6
AP-19-E-04,AP-19-E,E04 - Structure and function of epidermal derivatives (accessory structures of the integument),Structure and function of epidermal derivatives (accessory structures of the integument),Subject,Anatomy and Physiology I,6
AP-19-E-04-01,AP-19-E-04,AP-19-E-04-01,List the epidermal derivatives of the integument.,LO,Anatomy and Physiology I,6
AP-19-E-04-02,AP-19-E-04,AP-19-E-04-02,Describe the structure and function of hair.,LO,Anatomy and Physiology I,6
AP-19-E-04-03,AP-19-E-04,AP-19-E-04-03,Describe the structure and function of nails.,LO,Anatomy and Physiology I,6
AP-19-E-04-04,AP-19-E-04,AP-19-E-04-04,Describe the structure and function of exocrine glands of the integumentary system.,LO,Anatomy and Physiology I,6
AP-19-E-04-05,AP-19-E-04,AP-19-E-04-05,Describe the growth cycles of hair follicles and the growth of hairs.,LO,Anatomy and Physiology I,6
AP-19-E-04-06,AP-19-E-04,AP-19-E-04-06,"Explain the physiological significance of the presence or absence of sebaceous (oil) glands, sudoriferous (sweat) glands, and hair in the skin of the palms and fingers.",LO,Anatomy and Physiology I,6
AP-19-E-05,AP-19-E,E05 - Application of homeostatic mechanisms,Application of homeostatic mechanisms,Subject,Anatomy and Physiology I,6
AP-19-E-05-01,AP-19-E-05,AP-19-E-05-01,Explain how the integumentary system maintains homeostasis with respect to thermoregulation and water conservation.,LO,Anatomy and Physiology I,6
AP-19-E-05-02,AP-19-E-05,AP-19-E-05-02,Explain how the integumentary system relates to other body systems to maintain homeostasis.,LO,Anatomy and Physiology I,6
AP-19-E-06,AP-19-E,E06 - Predictions related to disruption of homeostasis,Predictions related to disruption of homeostasis,Subject,Anatomy and Physiology I,6
AP-19-E-06-01,AP-19-E-06,AP-19-E-06-01,"Given a factor or situation (e.g., second-degree burns [partial-thickness burns]), predict the changes that could occur in the integumentary system and the consequences of those changes (i.e., given a cause, state a possible effect).",LO,Anatomy and Physiology I,6
AP-19-E-06-02,AP-19-E-06,AP-19-E-06-02,"*Given a disruption in the structure or function of the integumentary system (e.g., blisters), predict the possible factors or situations that might have caused that disruption (i.e., given an effect, predict possible causes).",LO,Anatomy and Physiology I,6
AP-19-F,AP-19-1000,F - Skeletal System & Articulations,Module F,Folder,Anatomy and Physiology I,7
AP-19-F-01,AP-19-F,F01 - General functions of the skeletal system,General functions of the skeletal system,Subject,Anatomy and Physiology I,7
AP-19-F-01-01,AP-19-F-01,AP-19-F-01-01,Describe the major functions of the skeletal system.,LO,Anatomy and Physiology I,7
AP-19-F-02,AP-19-F,F02 - Structural components -- microscopic anatomy,Structural components -- microscopic anatomy,Subject,Anatomy and Physiology I,7
AP-19-F-02-01,AP-19-F-02,AP-19-F-02-01,List and describe the cellular and extracellular components of bone tissue.,LO,Anatomy and Physiology I,7
AP-19-F-02-02,AP-19-F-02,AP-19-F-02-02,Identify the microscopic structure of compact bone and spongy bone.,LO,Anatomy and Physiology I,7
AP-19-F-02-03,AP-19-F-02,AP-19-F-02-03,"Using microscopic images, distinguish between the three different types of cartilage.",LO,Anatomy and Physiology I,7
AP-19-F-02-04,AP-19-F-02,AP-19-F-02-04,Describe the roles of dense regular and dense irregular connective tissue in the skeletal system.,LO,Anatomy and Physiology I,7
AP-19-F-03,AP-19-F,F03 - Structural components -- gross anatomy,Structural components -- gross anatomy,Subject,Anatomy and Physiology I,7
AP-19-F-03-01,AP-19-F-03,AP-19-F-03-01,Classify bones of the skeleton based on their shape.,LO,Anatomy and Physiology I,7
AP-19-F-03-02,AP-19-F-03,AP-19-F-03-02,"Identify and describe the structural components of a long bone, and explain their functions.",LO,Anatomy and Physiology I,7
AP-19-F-03-03,AP-19-F-03,AP-19-F-03-03,"Define common bone marking terms (e.g., condyle, tubercle, foramen, canal).",LO,Anatomy and Physiology I,7
AP-19-F-03-04,AP-19-F-03,AP-19-F-03-04,Describe the locations of the three types of cartilage in the skeletal system.,LO,Anatomy and Physiology I,7
AP-19-F-03-05,AP-19-F-03,AP-19-F-03-05,Describe how the location and distribution of red and yellow bone marrow varies during a lifetime.,LO,Anatomy and Physiology I,7
AP-19-F-04,AP-19-F,F04 - Physiology of embryonic bone formation (ossification or osteogenesis),Physiology of embryonic bone formation (ossification or osteogenesis),Subject,Anatomy and Physiology I,7
AP-19-F-04-01,AP-19-F-04,AP-19-F-04-01,Explain the roles that specific bone cells play in the formation of bone tissue.,LO,Anatomy and Physiology I,7
AP-19-F-04-02,AP-19-F-04,AP-19-F-04-02,Compare and contrast intramembranous and endochondral (intracartilagenous) bone formation.,LO,Anatomy and Physiology I,7
AP-19-F-05,AP-19-F,"F05 - Physiology of bone growth, repair, and remodeling","Physiology of bone growth, repair, and remodeling",Subject,Anatomy and Physiology I,7
AP-19-F-05-01,AP-19-F-05,AP-19-F-05-01,"Compare and contrast the function of osteoblasts and osteoclasts during bone growth, repair, and remodeling.",LO,Anatomy and Physiology I,7
AP-19-F-05-02,AP-19-F-05,AP-19-F-05-02,Compare and contrast interstitial (lengthwise) and appositional (width or circumferential) growth.,LO,Anatomy and Physiology I,7
AP-19-F-05-03,AP-19-F-05,AP-19-F-05-03,Explain the hormonal regulation of skeletal growth.,LO,Anatomy and Physiology I,7
AP-19-F-05-04,AP-19-F-05,AP-19-F-05-04,"Explain the roles of parathyroid hormone, calcitriol, and calcitonin in plasma calcium regulation and bone remodeling.",LO,Anatomy and Physiology I,7
AP-19-F-05-05,AP-19-F-05,AP-19-F-05-05,Describe the bone repair and remodeling process and how it changes as humans age.,LO,Anatomy and Physiology I,7
